Id,SalePrice
1981,353922.48
1982,229597.15
1983,213437.225
1984,170276.915
1985,251054.665
1986,230778.13
1987,171664.505
1988,190133.435
1989,187126.9
1990,217239.27
1991,221491.375
1992,222438.38
1993,175575.535
1994,218070.825
1995,179545.23
1996,254989.855
1997,284488.21
1998,336492.08
1999,272192.39
2000,288950.095
2001,292873.535
2002,243716.42
2003,256901.72
2004,289002.265
2005,235681.335
2006,209706.495
2007,259785.765
2008,226120.72
2009,196750.185
2010,198257.425
2011,139400.98
2012,185541.325
2013,182567.73
2014,198133.8
2015,194698.425
2016,190392.795
2017,194507.66
2018,137631.875
2019,130763.125
2020,101822.5
2021,116580.74
2022,156817.5
2023,139939.375
2024,266501.32
2025,331963.94
2026,173083.795
2027,153744.205
2028,151831.15
2029,153484.06
2030,290896.995
2031,279556.995
2032,269999.675
2033,274991.345
2034,162803.865
2035,213918.885
2036,190194.075
2037,193591.575
2038,297551.55
2039,204458.32
2040,299751.815
2041,264479.19
2042,186863.93
2043,164545.5
2044,174495.8
2045,181500.75
2046,140344.85
2047,136763.96
2048,135716.625
2049,160159.615
2050,153362.07
2051,107081.565
2052,133319.33
2053,139309.29
2054,93605.545
2055,158033.525
2056,146961.375
2057,124027.91
2058,221565.98
2059,142588.955
2060,165172.25
2061,154266.305
2062,121892.625
2063,110498.62
2064,138242.875
2065,107394.86
2066,151122.01
2067,135292.49
2068,147682.3
2069,60107.71
2070,97162.77
2071,108784.75
2072,162729.785
2073,140698.0
2074,202374.895
2075,136464.84
2076,117217.24
2077,137824.5
2078,117481.825
2079,126233.085
2080,103566.35
2081,118610.97
2082,121697.11
2083,121026.655
2084,95819.75
2085,117249.105
2086,119112.385
2087,119553.5
2088,104644.0
2089,96716.87
2090,110534.32
2091,113880.81
2092,135051.54
2093,109208.96
2094,112739.0
2095,146191.73
2096,70505.5
2097,102461.75
2098,135149.945
2099,65325.415
2100,99553.51
2101,112706.83
2102,125109.92
2103,92277.58
2104,134773.27
2105,117180.5
2106,70396.795
2107,171888.0
2108,118841.13
2109,104608.08
2110,122913.565
2111,150195.865
2112,134404.935
2113,115898.25
2114,110238.94
2115,130458.815
2116,109324.935
2117,125444.365
2118,114562.25
2119,100015.9
2120,109835.9
2121,109624.75
2122,114272.25
2123,87201.25
2124,148833.16
2125,151240.9
2126,168725.355
2127,156700.535
2128,102981.6
2129,84794.78
2130,125006.785
2131,136138.025
2132,97686.25
2133,117190.125
2134,122358.54
2135,101250.0
2136,93522.76
2137,120257.505
2138,135064.645
2139,147828.55
2140,142274.25
2141,154108.35
2142,132845.855
2143,136952.53
2144,116979.6
2145,136467.375
2146,139765.375
2147,150000.155
2148,133733.375
2149,190759.8
2150,192906.0
2151,102726.92
2152,140226.25
2153,154057.93
2154,97603.25
2155,141074.875
2156,255559.81
2157,268854.3
2158,218261.03
2159,214142.935
2160,173779.63
2161,237493.415
2162,371502.615
2163,367021.245
2164,263597.085
2165,175651.25
2166,133831.645
2167,209454.35
2168,198982.405
2169,186206.355
2170,202516.5
2171,140747.0
2172,135680.105
2173,150448.15
2174,213385.0
2175,271219.38
2176,307198.0
2177,213333.77
2178,210154.485
2179,145863.05
2180,196030.7
2181,183137.985
2182,211184.04
2183,187130.8
2184,125495.58
2185,128891.725
2186,143062.0
2187,153568.25
2188,140605.165
2189,273685.93
2190,72195.11
2191,83238.0
2192,89647.75
2193,98781.29
2194,94701.14
2195,122366.415
2196,117091.58
2197,124839.53
2198,144423.815
2199,160834.725
2200,124270.335
2201,134989.105
2202,149642.795
2203,147546.25
2204,172167.54
2205,106402.235
2206,141629.125
2207,174819.16
2208,193665.75
2209,169763.0
2210,101961.25
2211,103831.17
2212,115520.0
2213,90685.35
2214,152451.075
2215,87861.29
2216,150379.565
2217,73681.24
2218,84935.69
2219,55494.4
2220,74998.825
2221,320373.49
2222,283576.8
2223,285975.965
2224,203015.875
2225,142616.265
2226,170644.0
2227,212897.375
2228,295637.605
2229,254192.3
2230,160542.8
2231,228598.77
2232,159148.6
2233,197092.0
2234,270457.135
2235,231905.635
2236,273234.71
2237,356047.465
2238,214391.65
2239,103090.01
2240,144336.065
2241,185580.5
2242,132099.71
2243,120977.445
2244,101264.0
2245,93836.5
2246,142588.0
2247,102241.75
2248,117851.54
2249,129291.0
2250,128753.75
2251,105616.81
2252,146796.735
2253,157786.195
2254,171171.26
2255,180810.86
2256,164866.16
2257,190576.225
2258,159838.27
2259,166094.51
2260,149124.5
2261,160583.52
2262,158947.26
2263,353145.47
2264,473719.355
2265,171863.135
2266,275260.845
2267,341401.72
2268,370003.155
2269,143097.775
2270,206749.71
2271,214883.0
2272,229031.6
2273,165343.5
2274,155326.985
2275,171891.935
2276,190137.7
2277,164142.25
2278,138111.75
2279,125299.75
2280,111998.045
2281,173280.505
2282,182088.355
2283,103672.04
2284,138544.9
2285,119234.59
2286,121212.955
2287,353488.55
2288,254967.82
2289,326358.365
2290,440543.72
2291,303369.815
2292,423842.65
2293,481981.6
2294,368519.72
2295,449325.755
2296,267443.53
2297,332389.01
2298,392034.375
2299,353741.255
2300,325303.515
2301,306491.14
2302,250430.76
2303,237095.2
2304,235736.015
2305,198703.715
2306,197639.365
2307,211909.18
2308,207949.09
2309,280185.025
2310,228720.205
2311,186145.25
2312,181041.6
2313,173042.35
2314,169420.39
2315,175190.66
2316,181507.585
2317,207265.025
2318,180008.47
2319,174457.58
2320,179160.17
2321,257622.2
2322,177131.21
2323,182733.605
2324,193578.6
2325,202178.6
2326,178328.515
2327,190807.45
2328,218623.145
2329,179018.685
2330,172814.035
2331,358201.065
2332,410665.715
2333,310069.965
2334,256410.875
2335,250494.755
2336,295593.125
2337,188258.83
2338,258219.395
2339,243158.245
2340,436155.24
2341,234949.04
2342,235005.29
2343,238914.265
2344,206996.49
2345,212219.93
2346,205689.96
2347,206237.67
2348,238163.25
2349,180075.78
2350,347214.15
2351,263625.43
2352,253893.275
2353,262101.56
2354,130090.235
2355,132681.195
2356,147761.685
2357,200090.085
2358,196038.66
2359,117989.61
2360,109859.34
2361,136117.65
2362,235213.98
2363,139793.9
2364,165550.25
2365,264162.28
2366,206515.335
2367,247428.355
2368,211370.23
2369,208988.49
2370,151997.75
2371,161562.53
2372,191320.045
2373,253841.47
2374,286898.31
2375,206950.32
2376,294742.675
2377,294469.71
2378,144752.195
2379,208844.285
2380,149477.25
2381,177598.0
2382,221570.0
2383,192233.875
2384,233632.37
2385,167418.0
2386,134814.545
2387,131798.5
2388,101565.63
2389,131427.73
2390,142506.0
2391,140888.75
2392,115455.95
2393,148221.75
2394,136431.71
2395,217557.5
2396,142599.5
2397,214654.5
2398,126566.75
2399,80627.31
2400,64579.5
2401,98947.045
2402,141760.5
2403,142958.205
2404,150914.855
2405,151669.36
2406,129699.875
2407,127314.305
2408,140712.185
2409,125691.355
2410,159357.25
2411,120923.525
2412,146951.5
2413,131432.58
2414,129887.375
2415,151692.515
2416,119552.255
2417,122781.995
2418,123063.17
2419,129069.13
2420,130132.25
2421,150959.795
2422,120835.12
2423,118297.185
2424,150919.125
2425,208750.8
2426,133713.625
2427,115541.0
2428,172062.855
2429,118532.035
2430,126916.66
2431,119250.975
2432,133774.625
2433,132777.625
2434,134561.25
2435,143235.25
2436,108432.26
2437,117370.045
2438,127485.675
2439,124437.59
2440,123359.58
2441,98895.305
2442,96969.75
2443,123909.565
2444,132939.5
2445,75062.69
2446,134760.54
2447,196512.23
2448,134820.0
2449,105622.0
2450,147886.015
2451,148555.67
2452,173074.785
2453,94056.77
2454,124467.68
2455,100170.14
2456,119175.035
2457,103022.17
2458,114743.84
2459,103922.415
2460,131176.51
2461,110306.5
2462,104169.25
2463,122756.97
2464,162876.91
2465,132968.04
2466,119612.25
2467,147728.17
2468,74821.43
2469,72806.385
2470,206084.395
2471,196007.75
2472,157548.66
2473,113529.03
2474,104844.075
2475,209766.25
2476,97241.04
2477,128565.855
2478,142065.45
2479,114796.095
2480,151539.945
2481,136463.57
2482,134270.43
2483,112632.28
2484,117880.72
2485,122383.005
2486,147321.245
2487,220178.75
2488,134877.125
2489,140648.265
2490,145669.375
2491,92346.38
2492,162914.765
2493,148093.0
2494,140414.875
2495,88380.4
2496,245658.555
2497,139620.065
2498,119835.41
2499,87920.05
2500,124953.525
2501,129059.89
2502,131550.79
2503,101898.54
2504,202384.535
2505,207872.66
2506,246188.985
2507,280184.895
2508,248695.47
2509,219560.905
2510,218348.43
2511,178200.78
2512,194448.105
2513,208510.03
2514,253613.12
2515,135983.23
2516,164225.5
2517,135026.25
2518,154060.59
2519,208763.32
2520,196483.46
2521,181190.68
2522,220331.525
2523,129473.325
2524,135958.09
2525,136790.43
2526,132876.3
2527,122242.71
2528,132064.0
2529,129060.505
2530,128676.0
2531,220427.99
2532,217031.84
2533,199130.98
2534,220005.97
2535,275888.95
2536,228943.445
2537,216092.975
2538,175590.79
2539,190343.78
2540,181604.65
2541,177166.075
2542,173127.36
2543,133923.195
2544,115187.6
2545,132299.37
2546,129359.985
2547,129198.415
2548,158000.95
2549,152800.79
2550,331118.05
2551,145680.75
2552,122928.45
2553,88725.75
2554,97276.78
2555,99792.5
2556,110476.08
2557,122478.145
2558,149480.295
2559,120627.78
2560,130496.795
2561,114098.75
2562,99847.17
2563,105178.31
2564,169258.19
2565,142453.625
2566,141112.17
2567,123876.36
2568,158575.0
2569,184037.0
2570,106104.0
2571,172430.635
2572,133820.71
2573,217724.61
2574,227317.71
2575,126450.075
2576,105785.975
2577,139077.515
2578,69225.25
2579,68892.305
2580,117274.35
2581,140308.0
2582,120212.92
2583,284960.82
2584,157717.465
2585,214119.405
2586,217540.75
2587,154143.71
2588,131773.425
2589,150476.565
2590,235239.3
2591,257404.51
2592,206050.185
2593,286966.315
2594,156543.775
2595,198502.585
2596,334559.74
2597,202523.745
2598,277422.66
2599,366810.48
2600,193567.25
2601,148800.25
2602,97048.75
2603,101078.25
2604,95897.25
2605,91535.0
2606,147447.17
2607,212078.05
2608,212626.35
2609,157210.25
2610,97860.52
2611,138911.375
2612,147452.87
2613,130653.32
2614,118376.135
2615,143638.125
2616,150727.0
2617,163159.145
2618,251278.27
2619,208709.1
2620,177502.185
2621,168403.5
2622,168966.685
2623,246293.655
2624,301218.305
2625,261921.52
2626,162228.01
2627,148105.63
2628,377347.945
2629,466812.865
2630,308801.02
2631,448304.195
2632,370658.705
2633,262996.565
2634,382568.475
2635,147384.985
2636,156224.96
2637,156862.685
2638,267418.83
2639,157960.06
2640,143653.935
2641,106001.67
2642,180776.485
2643,101746.5
2644,121057.785
2645,101624.0
2646,99332.0
2647,104245.5
2648,129877.58
2649,141159.75
2650,103497.58
2651,132452.025
2652,359285.545
2653,247584.03
2654,250395.94
2655,421336.97
2656,343637.17
2657,341911.295
2658,289328.3
2659,276318.945
2660,355285.955
2661,365716.505
2662,369339.205
2663,273218.315
2664,276021.29
2665,324733.185
2666,279674.985
2667,178770.935
2668,182457.96
2669,193509.825
2670,274481.915
2671,182652.925
2672,199668.435
2673,196553.425
2674,213802.945
2675,165738.165
2676,200516.365
2677,187263.93
2678,250017.615
2679,262181.775
2680,247175.2
2681,420102.515
2682,295618.785
2683,561026.48
2684,290120.66
2685,296606.895
2686,248448.185
2687,291590.055
2688,211399.075
2689,198793.615
2690,401878.785
2691,181980.405
2692,136628.52
2693,206564.795
2694,134974.5
2695,207428.695
2696,188858.275
2697,181086.915
2698,216905.435
2699,159937.175
2700,154973.79
2701,177003.38
2702,133193.475
2703,137928.855
2704,140210.25
2705,118562.815
2706,119618.4
2707,127314.765
2708,120714.16
2709,106059.075
2710,124496.455
2711,311494.025
2712,388896.825
2713,170170.915
2714,153308.22
2715,173260.445
2716,170415.685
2717,212899.81
2718,231216.6
2719,155947.035
2720,166083.0
2721,134739.135
2722,157487.8
2723,146894.25
2724,128471.67
2725,132254.34
2726,138081.75
2727,169472.25
2728,163118.0
2729,152804.15
2730,139540.545
2731,124104.375
2732,124475.555
2733,153283.25
2734,143075.875
2735,135413.25
2736,148472.48
2737,116613.16
2738,142418.475
2739,148787.12
2740,139420.23
2741,142750.5
2742,155596.62
2743,157058.185
2744,148685.0
2745,141164.75
2746,128149.625
2747,144120.605
2748,120363.99
2749,126489.445
2750,118726.23
2751,128796.165
2752,186843.275
2753,145430.67
2754,222925.47
2755,113681.35
2756,95039.77
2757,90853.77
2758,97332.055
2759,135948.225
2760,131496.585
2761,141946.9
2762,139772.71
2763,167436.0
2764,146514.405
2765,251015.58
2766,129348.935
2767,84908.47
2768,122612.525
2769,125440.63
2770,131381.69
2771,118920.96
2772,108782.52
2773,167859.5
2774,125442.26
2775,111931.89
2776,137406.435
2777,144044.08
2778,93881.65
2779,141005.715
2780,89062.15
2781,80054.69
2782,98940.56
2783,83053.59
2784,114196.0
2785,155427.805
2786,72480.605
2787,105251.42
2788,86966.31
2789,173113.91
2790,96576.93
2791,123728.85
2792,89297.39
2793,132567.295
2794,105484.5
2795,103297.17
2796,68830.805
2797,210447.715
2798,104204.27
2799,119201.0
2800,66881.915
2801,103647.87
2802,125898.0
2803,159418.27
2804,136960.525
2805,89767.75
2806,91436.27
2807,145727.46
2808,157513.25
2809,133371.625
2810,133441.25
2811,153787.875
2812,147861.25
2813,173981.89
2814,143646.55
2815,82708.0
2816,184586.275
2817,145861.025
2818,135032.84
2819,149483.475
2820,141362.58
2821,112963.935
2822,215117.75
2823,268105.25
2824,183173.0
2825,151108.53
2826,124296.88
2827,131935.38
2828,275332.735
2829,213116.25
2830,234425.37
2831,182725.845
2832,231721.5
2833,284335.7
2834,205104.31
2835,234752.585
2836,207657.45
2837,152804.3
2838,148183.25
2839,181579.075
2840,185435.54
2841,189281.595
2842,229702.04
2843,135797.225
2844,140573.5
2845,114112.645
2846,212181.62
2847,182124.62
2848,215499.595
2849,186770.085
2850,266564.32
2851,209933.76
2852,281855.12
2853,236571.13
2854,146771.25
2855,201437.5
2856,180373.195
2857,174055.005
2858,200407.75
2859,142642.795
2860,132117.35
2861,128480.625
2862,211020.145
2863,119926.16
2864,261450.145
2865,144740.91
2866,143814.695
2867,99554.75
2868,116562.935
2869,109445.745
2870,147669.855
2871,77884.095
2872,65594.36
2873,82907.165
2874,126334.305
2875,118036.835
2876,142078.755
2877,127125.87
2878,121365.695
2879,151948.875
2880,106803.77
2881,117021.54
2882,148574.755
2883,162232.66
2884,169007.185
2885,164475.045
2886,224576.55
2887,99129.75
2888,126218.455
2889,57886.805
2890,91305.54
2891,151305.355
2892,57915.075
2893,95797.365
2894,61018.15
2895,295276.855
2896,287268.92
2897,209550.5
2898,138476.065
2899,209172.795
2900,157694.12
2901,182466.75
2902,208629.845
2903,314165.745
2904,393108.04
2905,93574.925
2906,197421.2
2907,110813.63
2908,130806.005
2909,147610.68
2910,87577.25
2911,93001.0
2912,151918.875
2913,95429.5
2914,88505.5
2915,90442.75
2916,94908.0
2917,160666.185
2918,118228.29
2919,232256.005
